STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/15/2018,6.4,,,5.6,0,0,27.1,30.6,21.7,160,160,11.2,17.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/16/2018,4.2,,,0,0,0,23.2,27.8,16.7,300,300,7.2,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/17/2018,3.5,,,0,0,0,20.3,26.7,15.6,340,90,6.7,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/18/2018,3.3,,,0,0,0,22.5,27.8,17.2,90,110,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/19/2018,2.5,,,0,0,0,23.9,28.9,20,120,150,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/20/2018,2.9,,,0,0,0,24.7,31.1,20,80,90,6.3,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/21/2018,3.9,,,0,0,0,25.5,28.9,22.2,80,90,7.2,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/22/2018,5.1,,,8.4,0,0,25.7,30,22.8,120,110,9.4,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/23/2018,4.2,,,40.9,0,0,25.2,28.9,21.7,30,40,8.9,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/24/2018,3,,,0,0,0,26.4,32.8,22.8,250,250,8.1,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/25/2018,3.7,,,1.8,0,0,24.7,29.4,20,120,250,8.1,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/26/2018,2.7,,,0,0,0,23.3,28.3,18.9,140,160,6.3,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/27/2018,1.9,,,13,0,0,24.8,28.3,21.1,150,170,7.2,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/28/2018,3.4,,,0,0,0,23.9,30,19.4,120,310,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/29/2018,3.4,,,0,0,0,24.6,28.9,20.6,90,150,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/30/2018,4.7,,,0,0,0,25.7,28.9,22.8,80,100,9.8,17
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/1/2018,5.5,,,1.8,0,0,25.3,28.3,22.8,80,80,10.7,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/2/2018,6.1,,,5.6,0,0,24.9,28.3,22.2,80,60,10.3,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/3/2018,6.3,,,1,0,0,25.6,28.9,23.3,80,40,9.8,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/4/2018,5.1,,,13.2,0,0,25.6,28.3,21.7,70,90,9.8,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/5/2018,4.1,,,2.8,0,0,25.5,28.9,22.2,130,120,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/6/2018,3.8,,,7.1,0,0,26.3,30,22.8,250,230,9.8,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/7/2018,1.9,,,17,0,0,26.1,31.1,22.2,100,170,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/8/2018,3.8,,,0,0,0,26.4,30,23.9,70,80,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/9/2018,4.2,,,0,0,0,25.9,30,22.8,80,70,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/10/2018,4.3,,,0,0,0,25.6,28.9,22.8,80,90,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/11/2018,4.4,,,0,0,0,26.3,29.4,23.9,80,50,7.6,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/12/2018,4.1,,,0,0,0,25.4,26.7,24.4,80,70,8.9,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/13/2018,3.5,,,31.2,0,0,24.9,27.2,21.7,180,180,8.1,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/14/2018,4.1,,,15,0,0,24.5,28.9,21.7,120,130,10.7,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/15/2018,3.9,,,20.1,0,0,25.7,30.6,20.6,140,130,9.4,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/16/2018,3.5,,,0,0,0,24.7,30,22.2,120,130,9.8,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/17/2018,2.6,,,20.6,0,0,25.1,27.8,22.2,130,150,6.3,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/18/2018,3.4,,,0,0,0,25.4,29.4,22.8,120,140,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/19/2018,3.4,,,15.5,0,0,24.2,25.6,21.7,120,130,9.8,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/20/2018,4.9,,,63.5,0,0,23.8,26.7,21.7,160,190,10.3,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/21/2018,6,,,0,0,0,25.2,27.2,23.3,110,140,9.4,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/22/2018,6,,,0,0,0,26.1,28.9,25,110,110,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/23/2018,5,,,0,0,0,26.7,30,24.4,110,110,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/24/2018,4.3,,,0,0,0,26.6,30,24.4,130,120,7.6,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/25/2018,4,,,16.8,0,0,25.3,27.2,22.2,130,120,10.3,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/26/2018,6,,,40.9,0,0,24.6,25.6,21.7,120,120,10.7,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/27/2018,,,,34.8,0,0,25.1,28.3,23.3,170,180,9.8,16.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/28/2018,5.7,,,1.8,0,0,25.4,27.2,23.3,140,170,10.3,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/29/2018,3.9,,,21.3,0,0,26.4,30,22.8,210,150,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/30/2018,4.8,,,0,0,0,27.6,31.1,25.6,130,150,8.1,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/31/2018,3,,,91.4,0,0,26.4,28.9,23.9,90,80,9.8,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/1/2018,2.5,,,0,0,0,26.8,30,23.9,120,140,5.8,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/2/2018,2.4,,,0,0,0,27.2,31.7,23.3,120,130,7.2,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/3/2018,2.9,,,0,0,0,28.1,33.3,25,230,230,6.7,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/4/2018,3.3,,,0,0,0,28.9,33.3,25.6,340,340,9.4,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/5/2018,4,,,0,0,0,28.9,33.9,26.1,250,260,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/6/2018,3.4,,,0,0,0,29,34.4,25,50,140,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/7/2018,2.9,,,34.5,0,0,26.4,31.7,21.7,190,360,8.1,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/8/2018,2.6,,,0.3,0,0,26.9,31.1,24.4,120,120,8.9,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/9/2018,1.6,,,60.2,0,0,26.3,30,21.7,90,90,13.9,17.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/10/2018,1.6,,,0.3,0,0,26.8,29.4,24.4,50,120,6.3,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/11/2018,1.8,,,1.3,0,0,26.4,29.4,23.9,80,90,7.2,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/12/2018,2.8,,,3.3,0,0,26.6,30.6,23.9,90,90,6.3,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/13/2018,2.1,,,0,0,0,27.4,31.1,25,230,210,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/14/2018,1.1,,,36.3,0,0,26.3,31.1,22.8,30,30,7.6,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/15/2018,1.7,,,0.5,0,0,26.6,31.7,23.3,130,140,5.4,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/16/2018,2.4,,,0.5,0,0,27,31.7,23.3,120,110,5.8,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/17/2018,2.8,,,0,0,0,28.3,32.2,25,100,100,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/18/2018,2.2,,,0,0,0,28.2,31.7,25,90,80,6.7,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/19/2018,2.6,,,0,0,0,28.4,31.1,25.6,90,90,7.2,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/20/2018,2.3,,,0,0,0,28.4,33.3,25,100,140,6.7,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/21/2018,2.5,,,1,0,0,28.8,34.4,25.6,190,160,10.3,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/22/2018,2,,,10.9,0,0,28.8,34.4,23.9,170,170,11.2,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/23/2018,1.6,,,4.6,0,0,28.1,32.8,23.3,30,20,8.1,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/24/2018,1.9,,,19.3,0,0,27.6,32.2,24.4,120,110,9.4,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/25/2018,3.7,,,0,0,0,28.2,32.2,25.6,120,130,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/26/2018,2.8,,,0.8,0,0,28.8,32.2,25.6,130,130,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/27/2018,2.1,,,6.9,0,0,28.3,31.7,23.9,280,180,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/28/2018,1.7,,,3.6,0,0,27.5,33.3,23.9,260,280,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/29/2018,1.2,,,0,0,0,26.7,32.2,23.9,310,310,7.2,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/30/2018,1.1,,,16.3,0,0,27,30.6,23.9,240,190,8.1,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/1/2018,1.8,,,1.5,0,0,28.3,32.2,23.9,280,350,8.1,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/2/2018,2.2,,,0,0,0,29.3,32.8,25.6,90,120,7.2,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/3/2018,2.4,,,8.4,0,0,28.6,31.7,25.6,90,240,6.3,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/4/2018,1.8,,,1.5,0,0,27.5,31.7,23.3,130,160,6.3,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/5/2018,2.9,,,1.8,0,0,27.2,32.2,24.4,120,110,8.9,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/6/2018,2.7,,,17,0,0,28.2,32.2,22.2,100,120,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/7/2018,2.1,,,18.3,0,0,28.3,32.2,23.9,200,120,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/8/2018,3.4,,,0,0,0,28.8,32.8,25.6,90,100,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/9/2018,2.5,,,0,0,0,29.7,33.3,26.1,90,170,6.3,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/10/2018,1.5,,,11.4,0,0,28.6,32.2,23.3,90,110,9.4,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/11/2018,2.1,,,1,0,0,26.4,32.2,23.9,220,40,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/12/2018,1.6,,,2.5,0,0,27.6,32.8,23.9,230,240,12.5,16.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/13/2018,1.3,,,2.5,0,0,27.4,33.9,23.9,40,50,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/14/2018,2.3,,,0,0,0,28.4,32.8,25,80,70,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/15/2018,2.2,,,0,0,0,28.6,32.8,24.4,140,140,5.8,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/16/2018,2.4,,,0,0,0,29.1,32.8,26.7,120,130,6.3,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/17/2018,2.2,,,0,0,0,29.2,33.3,26.1,120,190,6.7,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/18/2018,2.2,,,10.4,0,0,29.3,33.9,24.4,290,300,7.6,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/19/2018,2.8,,,1.8,0,0,29.1,33.9,26.1,130,160,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/20/2018,2.5,,,8.6,0,0,28.9,33.3,25.6,200,170,7.2,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/21/2018,3,,,0,0,0,29.8,34.4,26.1,250,260,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/22/2018,2.7,,,1.3,0,0,29.7,33.9,26.1,280,280,7.6,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/23/2018,3.8,,,7.6,0,0,28.6,34.4,23.9,260,220,10.7,15.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/24/2018,2.7,,,35.1,0,0,27,31.1,23.9,250,230,10.7,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/25/2018,2.7,,,0,0,0,28.6,33.3,26.1,30,40,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/26/2018,2.3,,,0.8,0,0,29.4,33.3,24.4,310,330,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/27/2018,1.8,,,0,0,0,28.1,32.2,24.4,90,170,5.8,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/28/2018,1.7,,,54.6,0,0,28.3,33.9,23.3,280,280,11.6,16.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/29/2018,2.1,,,9.1,0,0,27.2,30.6,23.9,210,190,8.1,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/30/2018,1.2,,,5.6,0,0,26.6,29.4,23.9,150,140,9.4,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,7/31/2018,4.1,,,2.8,0,0,28.2,32.2,25,120,160,8.1,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/1/2018,3.8,,,2.8,0,0,28.4,32.2,25.6,110,140,9.4,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/2/2018,4.1,,,9.7,0,0,28.6,32.2,23.3,130,130,11.6,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/3/2018,4.9,,,7.9,0,0,29,32.2,25.6,110,100,10.3,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/4/2018,4.6,,,2,0,0,28.6,32.2,24.4,120,130,8.1,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/5/2018,4.6,,,0.8,0,0,29.2,32.2,26.7,80,90,11.6,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/6/2018,4.3,,,3,0,0,28.8,32.8,24.4,100,100,11.6,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/7/2018,4.2,,,1.3,0,0,29,32.2,26.1,100,140,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/8/2018,2.8,,,0,0,0,29.4,32.2,26.1,120,130,6.3,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/9/2018,1.7,,,18.3,0,0,28.9,33.3,22.8,20,30,11.6,15.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/10/2018,1.7,,,34.5,0,0,27.9,34.4,22.8,120,130,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/11/2018,1.3,,,55.1,0,0,25.7,32.8,23.3,230,230,9.4,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/12/2018,2.2,,,6.6,0,0,26.2,31.1,23.3,190,180,9.8,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/13/2018,2.2,,,13.5,0,0,28.1,31.7,23.9,130,160,6.7,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/14/2018,3.4,,,0,0,0,29,32.2,26.1,110,150,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/15/2018,4.4,,,0,0,0,29.6,32.8,26.7,120,110,8.1,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/16/2018,4.7,,,0,0,0,29.6,32.2,26.1,110,130,8.9,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/17/2018,4.8,,,0,0,0,29.5,32.8,27.2,90,100,10.3,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/18/2018,3.3,,,18.3,0,0,29.1,32.2,24.4,130,130,9.8,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/19/2018,2.7,,,0,0,0,27.7,32.2,24.4,140,220,6.7,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/20/2018,2.6,,,0,0,0,28.6,32.8,26.1,130,130,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/21/2018,3,,,0,0,0,28.8,32.2,25.6,130,120,6.3,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/22/2018,2.1,,,14.5,0,0,28.7,32.2,26.7,250,140,6.3,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/23/2018,1.7,,,0,0,0,28.6,32.2,26.1,210,220,8.9,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/24/2018,3,,,20.6,0,0,28.2,32.2,23.9,140,160,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/25/2018,3.2,,,6.6,0,0,27.3,31.1,22.8,150,140,8.1,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/26/2018,3.6,,,5.6,0,0,27.4,32.2,23.9,80,80,11.2,15.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/27/2018,3.5,,,13.7,0,0,28.7,32.2,24.4,130,170,9.8,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/28/2018,3,,,5.6,0,0,27.6,31.7,24.4,90,120,9.4,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/29/2018,4.1,,,0.8,0,0,28.1,31.7,25.6,120,110,8.9,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/30/2018,3.3,,,2.3,0,0,27.7,30.6,25.6,140,140,8.9,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,8/31/2018,4,,,0,0,0,28.3,31.7,26.1,70,80,9.8,12.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/1/2018,4.6,,,14.2,0,0,28.2,31.7,24.4,90,90,11.6,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/2/2018,4.2,,,6.4,0,0,26.7,30.6,23.9,80,90,10.3,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/3/2018,5.6,,,64.3,0,0,25.4,27.2,23.3,120,130,13.4,18.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/4/2018,4.1,,,1.5,0,0,27.8,31.7,25,90,90,9.4,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/5/2018,3.6,,,0.3,0,0,28.7,31.7,26.1,80,80,7.6,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/6/2018,3.3,,,1.3,0,0,28.2,31.1,25,80,90,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/7/2018,2.1,,,7.1,0,0,26.2,29.4,23.3,110,120,6.7,8.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/8/2018,1.7,,,3.3,0,0,26.1,29.4,22.8,130,180,5.8,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/9/2018,1.8,,,25.7,0,0,27.2,31.7,23.9,10,10,8.1,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/10/2018,1.5,,,0,0,0,27.3,30,23.9,250,250,5.8,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/11/2018,1.8,,,0,0,0,28.4,31.7,26.1,110,110,5.4,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/12/2018,1.7,,,0,0,0,28.8,33.3,26.1,120,100,6.7,8.1
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/13/2018,2.1,,,0,0,0,29,33.3,26.1,120,150,5.8,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,9/14/2018,2,,,0,0,0,28.5,32.2,25,120,230,6.3,8.9
